commentary,Player,Team
New attacking attempt. Christian Eriksen  - Tottenham Hotspur -  shot with right foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist -  Serge Aurier.,,
Fouled by Zanka  - Huddersfield Town,,
Dele Alli  - Tottenham Hotspur -  won a free kick in defence.,,
Rajiv van La Parra  - Huddersfield Town -  won a free kick in defence.,,
Fouled by Serge Aurier  - Tottenham Hotspur,,
Dele Alli  - Tottenham Hotspur -  receive yellow card for a foul.,,
Fouled by Dele Alli  - Tottenham Hotspur,,
Collin Quaner  - Huddersfield Town -  won a free kick in defence.,,
Corner -  Tottenham Hotspur. Conceded by Collin Quaner.,,
Shot blocked. Christian Eriksen  - Tottenham Hotspur -  shot with right foot from outside the box is blocked.,,
Harry Kane  - Tottenham Hotspur -  won a free kick in attack.,,
Fouled by Zanka  - Huddersfield Town,,
New attacking attempt. Harry Kane  - Tottenham Hotspur -  shot with right foot inside of six yard box - left side is saved by goalkeeper in the centre of the goal. Assist -  Son Heung-Min with a cross.,,
Corner -  Tottenham Hotspur. Conceded by Florent Hadergjonaj.,,
Shot blocked. Son Heung-Min  - Tottenham Hotspur -  shot with right foot from outside the box is blocked. Assist -  Ben Davies.,,
Missed chance. Eric Dier  - Tottenham Hotspur -  shot with right foot from outside the box missed to the left. Assist -  Christian Eriksen.,,
Corner -  Tottenham Hotspur. Conceded by Christopher Schindler.,,
"Offside - Tottenham Hotspur. Christian Eriksen with a pass, however Son Heung-Min is in offside.",,
"Offside - Huddersfield Town. Terence Kongolo with a pass, however Steve Mounie is in offside.",,
"Offside - Huddersfield Town. Christopher Schindler with a pass, however Florent Hadergjonaj is in offside.",,
Fouled by Mousa Dembélé  - Tottenham Hotspur,,
Alex Pritchard  - Huddersfield Town -  won a free kick in defence.,,
Corner -  Tottenham Hotspur. Conceded by Terence Kongolo.,,
"Thats all. Game finished -  Watford 1, West Bromwich Albion 0.",,
"Second Half ended - Watford 1, West Bromwich Albion 0.",,
Will Hughes  - Watford -  won a free kick on the right wing.,,
Fouled by James McClean  - West Bromwich Albion,,
Substitution -  Watford. Miguel Britos for José Holebas  - injury.,,
Delay over. They are ready to continue.,,
Delay in match José Holebas  - Watford -   - injury.,,
New attacking attempt. Will Hughes  - Watford -  shot with right foot from the left side of the box is saved in the top left corner.,,
Corner -  West Bromwich Albion. Conceded by José Holebas.,,
Oliver Burke  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by José Holebas  - Watford,,
Corner -  West Bromwich Albion. Conceded by José Holebas.,,
Substitution -  West Bromwich Albion. Oliver Burke for Jay Rodriguez.,,
Substitution -  West Bromwich Albion. Sam Field for Jake Livermore.,,
Fouled by Chris Brunt  - West Bromwich Albion,,
Adrian Mariappa  - Watford -  won a free kick in defence.,,
Will Hughes  - Watford -  won a free kick in attack.,,
Fouled by Jonny Evans  - West Bromwich Albion,,
Troy Deeney  - Watford -  won a free kick on the left wing.,,
Fouled by Ahmed Hegazi  - West Bromwich Albion,,
Jonny Evans  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Troy Deeney  - Watford,,
Substitution -  West Bromwich Albion. James McClean for Grzegorz Krychowiak.,,
"Goal!  Watford 1, West Bromwich Albion 0. Troy Deeney  - Watford -  shot with right foot from outside the box to the high centre of the goal. Assist -  Will Hughes with a through ball.",,
Shot blocked. Roberto Pereyra  - Watford -  shot with right foot from outside the box is blocked.,,
Shot blocked. Stefano Okaka  - Watford -  shot with right foot from the centre of the box is blocked. Assist -  José Holebas with a cross.,,
Corner -  Watford. Conceded by Craig Dawson.,,
Will Hughes  - Watford -  won a free kick in defence.,,
Fouled by Matt Phillips  - West Bromwich Albion,,
Adrian Mariappa  - Watford -  receive yellow card for a foul.,,
Salomón Rondón  - West Bromwich Albion -  won a free kick on the right wing.,,
Fouled by Adrian Mariappa  - Watford,,
Corner -  West Bromwich Albion. Conceded by Daryl Janmaat.,,
Shot blocked. Jay Rodriguez  - West Bromwich Albion -  shot with the head from few metres is blocked. Assist -  Matt Phillips with a cross.,,
Hand ball by Matt Phillips  - West Bromwich Albion,,
Salomón Rondón  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Sebastian Prödl  - Watford,,
Substitution -  Watford. Will Hughes for André Carrillo.,,
Missed chance. André Carrillo  - Watford -  shot with right foot from outside the box is very close to the goal. Assist -  Roberto Pereyra.,,
"Offside - Watford. Daryl Janmaat with a pass, however Stefano Okaka is in offside.",,
"Offside - Watford. Sebastian Prödl with a pass, however Stefano Okaka is in offside.",,
Troy Deeney  - Watford -  won a free kick on the left wing.,,
Fouled by Craig Dawson  - West Bromwich Albion,,
Grzegorz Krychowiak  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Abdoulaye Doucouré  - Watford,,
Salomón Rondón  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Etienne Capoue  - Watford,,
"Offside - West Bromwich Albion. Craig Dawson with a pass, however Salomón Rondón is in offside.",,
Substitution -  Watford. Stefano Okaka for Richarlison.,,
Missed chance. Salomón Rondón  - West Bromwich Albion -  shot with the head from the centre of the box missed. Assist -  Kieran Gibbs with a cross.,,
"Missed chance. Richarlison  - Watford -  shot with left foot from the centre of the box is close, but missed. Assist -  Abdoulaye Doucouré with a head.",,
Corner -  West Bromwich Albion. Conceded by André Carrillo.,,
New attacking attempt. Salomón Rondón  - West Bromwich Albion -  shot with left foot from the left side of the box is saved by goalkeeper in the centre of the goal. Assist -  Jay Rodriguez with a through ball.,,
New attacking attempt. Salomón Rondón  - West Bromwich Albion -  shot with right foot from outside the box is saved in the left corner.,,
Delay over. They are ready to continue.,,
Delay in match Richarlison  - Watford -   - injury.,,
Missed chance. Salomón Rondón  - West Bromwich Albion -  shot with right foot from the centre of the box missed to the left. Assist -  Matt Phillips.,,
Missed chance. Richarlison  - Watford -  shot with the head from the centre of the box is high and wide to the right. Assist -  José Holebas with a cross .,,
Richarlison  - Watford -  won a free kick on the left wing.,,
Fouled by Jake Livermore  - West Bromwich Albion,,
"Second Half starts Watford 0, West Bromwich Albion 0.",,
"First Half ended - Watford 0, West Bromwich Albion 0.",,
Missed chance. Chris Brunt  - West Bromwich Albion -  shot with left foot from a diffucult position and long distance on the right is very close to the goal from a free kick.,,
Salomón Rondón  - West Bromwich Albion -  won a free kick on the right wing.,,
Fouled by José Holebas  - Watford,,
Fouled by Roberto Pereyra  - Watford,,
Craig Dawson  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Roberto Pereyra  - Watford,,
Ahmed Hegazi  - West Bromwich Albion -  won a free kick in defence.,,
Missed chance. Sebastian Prödl  - Watford -  shot with the head from the centre of the box is very close to the goal. Assist -  José Holebas with a cross after corner.,,
Corner -  Watford. Conceded by Ben Foster.,,
New attacking attempt. Daryl Janmaat  - Watford -  shot with right foot from the centre of the box is saved in the left corner. Assist -  Roberto Pereyra.,,
Corner -  West Bromwich Albion. Conceded by Adrian Mariappa.,,
Fouled by Jay Rodriguez  - West Bromwich Albion,,
Daryl Janmaat  - Watford -  won a free kick in defence.,,
Shot blocked. Abdoulaye Doucouré  - Watford -  shot with right foot from outside the box is blocked.,,
Shot blocked. Daryl Janmaat  - Watford -  shot with right foot from the right side of the box is blocked. Assist -  André Carrillo.,,
Missed chance. Salomón Rondón  - West Bromwich Albion -  shot with the head from the centre of the box missed. Assist -  Matt Phillips with a cross.,,
Etienne Capoue  - Watford -  receive yellow card for a foul.,,
Grzegorz Krychowiak  - West Bromwich Albion -  won a free kick in defence.,,
Fouled by Etienne Capoue  - Watford,,
Missed chance. Jay Rodriguez  - West Bromwich Albion -  shot with right foot from outside the box is high and wide to the right. Assist -  Grzegorz Krychowiak.,,
Fouled by Troy Deeney  - Watford,,
Craig Dawson  - West Bromwich Albion -  won a free kick in attack.,,
Missed chance. Adrian Mariappa  - Watford -  shot with the head from the centre of the box missed. Assist -  José Holebas with a cross after corner.,,
Corner -  Watford. Conceded by Craig Dawson.,,
Hand ball by Jake Livermore  - West Bromwich Albion,,
Fouled by Chris Brunt  - West Bromwich Albion,,
Etienne Capoue  - Watford -  won a free kick in defence.,,
Missed chance. André Carrillo  - Watford -  shot with left foot from the centre of the box missed to the left after corner.,,
Corner -  Watford. Conceded by Kieran Gibbs.,,
Shot blocked. Roberto Pereyra  - Watford -  shot with left foot from the centre of the box is blocked. Assist -  André Carrillo.,,
Shot blocked. José Holebas  - Watford -  shot with left foot from the left side of the box is blocked. Assist -  Troy Deeney.,,
Richarlison  - Watford -  won a free kick in defence.,,
Fouled by Ahmed Hegazi  - West Bromwich Albion,,
Corner -  West Bromwich Albion. Conceded by Adrian Mariappa.,,
Shot blocked. Grzegorz Krychowiak  - West Bromwich Albion -  shot with left foot from the centre of the box is blocked.,,
"Offside - Watford. Adrian Mariappa with a pass, however André Carrillo is in offside.",,
Delay over. They are ready to continue.,,
Delay in match Etienne Capoue  - Watford -   - injury.,,
"Thats all. Game finished -  Bournemouth 1, Tottenham Hotspur 4.",,
"Second Half ended - Bournemouth 1, Tottenham Hotspur 4.",,
Kieran Trippier  - Tottenham Hotspur -  won a free kick in defence.,,
Fouled by Adam Smith  - Bournemouth,,
"Goal!  Bournemouth 1, Tottenham Hotspur 4. Serge Aurier  - Tottenham Hotspur -  header inside of six yard box - left side to the centre of the goal.",,
Corner -  Tottenham Hotspur. Conceded by Asmir Begovic.,,
New attacking attempt. Son Heung-Min  - Tottenham Hotspur -  shot with left foot from the centre of the box is saved in the top left corner. Assist -  Moussa Sissoko.,,
"Goal!  Bournemouth 1, Tottenham Hotspur 3. Son Heung-Min  - Tottenham Hotspur -  shot with left foot from few metres to the left corner. Assist -  Christian Eriksen following a fast break.",,
Victor Wanyama  - Tottenham Hotspur -  won a free kick in defence.,,
Fouled by Dan Gosling  - Bournemouth,,
Substitution -  Tottenham Hotspur. Moussa Sissoko for Dele Alli  - injury.,,
Delay over. They are ready to continue.,,
Delay in match Dele Alli  - Tottenham Hotspur -   - injury.,,
Fouled by Callum Wilson  - Bournemouth,,
Davinson Sánchez  - Tottenham Hotspur -  won a free kick in defence.,,
Fouled by Kieran Trippier  - Tottenham Hotspur,,
Adam Smith  - Bournemouth -  won a free kick on the left wing.,,
"Offside - Tottenham Hotspur. Mousa Dembélé with a pass, however Son Heung-Min is in offside.",,
Substitution -  Tottenham Hotspur. Kieran Trippier for Danny Rose.,,
Delay over. They are ready to continue.,,
Delay in match Danny Rose  - Tottenham Hotspur -   - injury.,,
Corner -  Bournemouth. Conceded by Jan Vertonghen.,,
Substitution -  Bournemouth. Jermain Defoe for Junior Stanislas.,,
Missed chance. Simon Francis  - Bournemouth -  shot with right foot from outside the box goes high. Assist -  Junior Stanislas.,,
Fouled by Victor Wanyama  - Tottenham Hotspur,,
Dan Gosling  - Bournemouth -  won a free kick in defence.,,
Fouled by Dan Gosling  - Bournemouth,,
Christian Eriksen  - Tottenham Hotspur -  won a free kick in attack.,,
Corner -  Tottenham Hotspur. Conceded by Nathan Aké.,,
Shot blocked. Son Heung-Min  - Tottenham Hotspur -  shot with right foot from the right side of the box is blocked. Assist -  Dele Alli.,,
Fouled by Erik Lamela  - Tottenham Hotspur,,
Dan Gosling  - Bournemouth -  won a free kick in defence.,,
Fouled by Joshua King  - Bournemouth,,
Davinson Sánchez  - Tottenham Hotspur -  won a free kick in defence.,,
New attacking attempt. Junior Stanislas  - Bournemouth -  shot with right foot from outside the box is saved by goalkeeper in the centre of the goal.,,
Shot blocked. Callum Wilson  - Bournemouth -  shot with the head from the centre of the box is blocked. Assist -  Dan Gosling with a cross.,,
Shot blocked. Lewis Cook  - Bournemouth -  shot with right foot from outside the box is blocked. Assist -  Simon Francis.,,
Substitution -  Bournemouth. Jordon Ibe for Charlie Daniels.,,
Substitution -  Bournemouth. Joshua King for Lys Mousset.,,
Corner -  Tottenham Hotspur. Conceded by Asmir Begovic.,,
Shot blocked. Son Heung-Min  - Tottenham Hotspur -  shot with right foot from the centre of the box is blocked. Assist -  Erik Lamela with a cross.,,
Corner -  Tottenham Hotspur. Conceded by Asmir Begovic.,,
New attacking attempt. Son Heung-Min  - Tottenham Hotspur -  shot with right foot from the right side of the box is saved by goalkeeper in the centre of the goal. Assist -  Serge Aurier.,,
"Goal!  Bournemouth 1, Tottenham Hotspur 2. Son Heung-Min  - Tottenham Hotspur -  shot with left foot from the centre of the box to the top right corner. Assist -  Dele Alli.",,
Dan Gosling  - Bournemouth -  receive yellow card for a foul.,,
Fouled by Dan Gosling  - Bournemouth,,
Danny Rose  - Tottenham Hotspur -  won a free kick on the left wing.,,
Missed chance. Dan Gosling  - Bournemouth -  shot with right foot from the centre of the box missed to the left. Assist -  Junior Stanislas.,,
New attacking attempt. Christian Eriksen  - Tottenham Hotspur -  shot with right foot from outside the box is saved in the right corner. Assist -  Dele Alli.,,
Delay over. They are ready to continue.,,
Delay in match Nathan Aké  - Bournemouth -   - injury.,,
Corner -  Bournemouth. Conceded by Hugo Lloris.,,
New attacking attempt. Simon Francis  - Bournemouth -  shot with right foot from outside the box is saved in the left corner.,,
"Second Half starts Bournemouth 1, Tottenham Hotspur 1.",,
